Year,Month,Day,Hour,Minute,GHI,Relative Humidity,Dew Point,Precipitation,Wind Speed,Pressure,Temperature
2022,1,1,0,30,2,79.5,-8.200000000000001,0.4,1.1,1009,-5.2
2022,1,1,1,30,0,78.71000000000001,-9.3,0.4,1.2000000000000002,1010,-6.2
2022,1,1,2,30,0,78.08,-9.8,0.4,1.2000000000000002,1011,-6.6000000000000005
2022,1,1,3,30,0,75.2,-10.4,0.4,1.1,1011,-6.7
2022,1,1,4,30,0,73.04,-10.700000000000001,0.5,0.9,1011,-6.7
2022,1,1,5,30,0,72.27,-11.100000000000001,0.5,0.7000000000000001,1012,-6.9
2022,1,1,6,30,0,71.69,-11.4,0.6000000000000001,0.7000000000000001,1012,-7.2
2022,1,1,7,30,0,70.99,-12,0.7000000000000001,0.9,1012,-7.7
2022,1,1,8,30,0,74.66,-12.4,0.7000000000000001,1.2000000000000002,1012,-8.700000000000001
2022,1,1,9,30,0,77.97,-12.5,0.8,1.3,1012,-9.4
2022,1,1,10,30,0,81.76,-12.200000000000001,0.8,1.2000000000000002,1013,-9.700000000000001
2022,1,1,11,30,0,83.16,-11.9,0.9,1.2000000000000002,1012,-9.600000000000001
2022,1,1,12,30,0,84.31,-11.4,0.9,1.1,1012,-9.200000000000001
2022,1,1,13,30,0,84.72,-10.9,0.9,1.1,1012,-8.8
2022,1,1,14,30,0,83.17,-10.600000000000001,0.9,1.1,1012,-8.3
2022,1,1,15,30,0,79.98,-10.200000000000001,0.9,0.9,1012,-7.300000000000001
2022,1,1,16,30,29,75.44,-9.1,0.9,0.8,1013,-5.4
2022,1,1,17,30,150,77.21000000000001,-6.6000000000000005,0.8,0.9,1013,-3.2
2022,1,1,18,30,240,80.26,-4.6000000000000005,0.8,1,1012,-1.6
2022,1,1,19,30,237,83.28,-3.1,0.8,1,1012,-0.6000000000000001
2022,1,1,20,30,231,86.95,-2,0.9,1.1,1011,-0.1
2022,1,1,21,30,89,88.92,-1.4000000000000001,0.9,1.1,1011,0.2
2022,1,1,22,30,106,91.45,-1,0.9,1.1,1010,0.2
2022,1,1,23,30,44,93.95,-1,1,1.1,1009,-0.1
2022,1,2,0,30,1,94.13,-1.1,1,1.1,1009,-0.30000000000000004
2022,1,2,1,30,0,93.82000000000001,-1.2000000000000002,1,1.2000000000000002,1008,-0.30000000000000004
2022,1,2,2,30,0,94.43,-1.1,1,1.2000000000000002,1008,-0.30000000000000004
2022,1,2,3,30,0,94,-1.1,1,1.2000000000000002,1007,-0.30000000000000004
2022,1,2,4,30,0,93.72,-1.2000000000000002,1,1.1,1007,-0.30000000000000004
2022,1,2,5,30,0,93.81,-1.2000000000000002,1,1.1,1007,-0.30000000000000004
2022,1,2,6,30,0,93.48,-1.2000000000000002,1,1.2000000000000002,1006,-0.30000000000000004
2022,1,2,7,30,0,93.10000000000001,-1.2000000000000002,1,1.2000000000000002,1006,-0.2
2022,1,2,8,30,0,92,-1.1,1,1.2000000000000002,1005,0
2022,1,2,9,30,0,91.05,-1,1.1,1.2000000000000002,1005,0.30000000000000004
2022,1,2,10,30,0,91.2,-0.8,1.1,1.3,1004,0.5
2022,1,2,11,30,0,91.87,-0.4,1.1,1.3,1003,0.8
2022,1,2,12,30,0,93.39,0.1,1.2000000000000002,1.2000000000000002,1002,1
2022,1,2,13,30,0,93.78,0.30000000000000004,1.3,1.2000000000000002,1001,1.2000000000000002
2022,1,2,14,30,0,93.95,0.5,1.3,1.2000000000000002,1001,1.4000000000000001
2022,1,2,15,30,0,93.74,0.7000000000000001,1.4000000000000001,1.2000000000000002,1000,1.6
2022,1,2,16,30,10,93.39,0.8,1.4000000000000001,1.3,999,1.8
2022,1,2,17,30,35,92.82000000000001,1.1,1.4000000000000001,1.3,999,2.1
2022,1,2,18,30,61,92.05,1.3,1.4000000000000001,1.4000000000000001,998,2.5
2022,1,2,19,30,49,91.52,1.7000000000000002,1.4000000000000001,1.5,997,2.9000000000000004
2022,1,2,20,30,47,90.78,1.9000000000000001,1.4000000000000001,1.5,995,3.3000000000000003
2022,1,2,21,30,26,90.41,2.2,1.4000000000000001,1.6,995,3.6
2022,1,2,22,30,31,90.23,2.2,1.3,1.7000000000000002,994,3.7
2022,1,2,23,30,20,89.98,2.2,1.3,1.7000000000000002,992,3.7
2022,1,3,0,30,0,89.62,2.2,1.4000000000000001,1.7000000000000002,990,3.7
2022,1,3,1,30,0,88.57000000000001,2.2,1.5,1.7000000000000002,989,3.9000000000000004
2022,1,3,2,30,0,89.63,2.3000000000000003,1.5,1.6,989,3.8000000000000003
2022,1,3,3,30,0,92.53,2.2,1.5,1.3,989,3.3000000000000003
2022,1,3,4,30,0,95.02,2,1.5,1,988,2.7
2022,1,3,5,30,0,95.86,1.5,1.5,0.8,987,2.1
2022,1,3,6,30,0,94.92,1.3,1.4000000000000001,0.9,987,2
2022,1,3,7,30,0,93.59,1.3,1.4000000000000001,1,986,2.2
2022,1,3,8,30,0,93.88,1.5,1.4000000000000001,1.1,985,2.4000000000000004
2022,1,3,9,30,0,95.17,1.7000000000000002,1.4000000000000001,1.1,985,2.4000000000000004
2022,1,3,10,30,0,95.92,1.7000000000000002,1.3,1,985,2.3000000000000003
2022,1,3,11,30,0,96.17,1.7000000000000002,1.3,1.1,985,2.2
2022,1,3,12,30,0,95.53,1.7000000000000002,1.2000000000000002,1.2000000000000002,985,2.3000000000000003
2022,1,3,13,30,0,95.54,1.8,1.1,1.3,985,2.4000000000000004
2022,1,3,14,30,0,95.71000000000001,1.8,1.1,1.3,986,2.4000000000000004
2022,1,3,15,30,0,95.93,1.7000000000000002,1,1.3,986,2.3000000000000003
2022,1,3,16,30,21,95.47,1.7000000000000002,1,1.2000000000000002,987,2.3000000000000003
2022,1,3,17,30,43,95.35000000000001,1.7000000000000002,1,1.1,987,2.4000000000000004
2022,1,3,18,30,131,95.34,1.9000000000000001,0.9,1.1,988,2.6
2022,1,3,19,30,116,95.57000000000001,2.1,0.9,1.2000000000000002,988,2.7
2022,1,3,20,30,207,95.93,2.1,0.8,1.1,989,2.7
2022,1,3,21,30,141,95.62,2.1,0.8,1,989,2.7
2022,1,3,22,30,116,96.78,1.9000000000000001,0.8,0.9,990,2.4000000000000004
2022,1,3,23,30,79,98.58,1.6,0.8,0.9,990,1.8
2022,1,4,0,30,3,97.62,1,0.9,0.9,991,1.3
2022,1,4,1,30,0,96.32000000000001,0.5,0.9,0.9,991,1
2022,1,4,2,30,0,95.47,0.4,1,0.9,992,1
2022,1,4,3,30,0,94.57000000000001,0.30000000000000004,1,0.9,992,1.1
2022,1,4,4,30,0,95.16,0.5,1,0.9,993,1.2000000000000002
2022,1,4,5,30,0,95.83,0.6000000000000001,0.9,1,995,1.2000000000000002
2022,1,4,6,30,0,96.46000000000001,0.6000000000000001,0.9,1,996,1.1
2022,1,4,7,30,0,96.63,0.5,0.9,1,997,1
2022,1,4,8,30,0,96.42,0.4,0.9,1.1,997,0.9
2022,1,4,9,30,0,95.53,0.4,1,1.1,998,1
2022,1,4,10,30,0,94.91,0.5,1,1.2000000000000002,999,1.2000000000000002
2022,1,4,11,30,0,95.7,0.8,1,1.2000000000000002,1000,1.4000000000000001
2022,1,4,12,30,0,95.97,0.9,1,1.2000000000000002,1000,1.5
2022,1,4,13,30,0,95.24,0.9,1,1.2000000000000002,1001,1.6
2022,1,4,14,30,0,94.66,1,1,1.1,1002,1.8
2022,1,4,15,30,0,94.86,1.3,1.1,1,1002,2
2022,1,4,16,30,39,95.06,1.4000000000000001,1,0.9,1003,2.1
2022,1,4,17,30,152,94.52,1.5,1,0.9,1004,2.3000000000000003
2022,1,4,18,30,246,95.08,1.7000000000000002,0.9,1,1005,2.4000000000000004
2022,1,4,19,30,126,95.02,1.9000000000000001,0.9,1,1005,2.6
2022,1,4,20,30,74,95.49,2.1,0.9,0.9,1005,2.7
2022,1,4,21,30,104,95.65,2.2,1,0.8,1004,2.8000000000000003
2022,1,4,22,30,114,96.31,2.2,1.1,0.8,1004,2.7
2022,1,4,23,30,18,96.69,2,1.1,0.8,1004,2.5
2022,1,5,0,30,1,96.19,1.9000000000000001,1.2000000000000002,0.8,1004,2.4000000000000004
2022,1,5,1,30,0,95.88,1.8,1.2000000000000002,0.8,1004,2.4000000000000004
2022,1,5,2,30,0,95.75,1.8,1.1,0.8,1004,2.4000000000000004
2022,1,5,3,30,0,96.04,1.7000000000000002,1.1,0.8,1004,2.3000000000000003
2022,1,5,4,30,0,96.11,1.7000000000000002,1.1,0.7000000000000001,1004,2.3000000000000003
2022,1,5,5,30,0,96.17,1.7000000000000002,1.1,0.7000000000000001,1004,2.2
2022,1,5,6,30,0,96.09,1.6,1.1,0.6000000000000001,1004,2.2
2022,1,5,7,30,0,96.65,1.6,1.2000000000000002,0.6000000000000001,1004,2.1
2022,1,5,8,30,0,96.22,1.5,1.2000000000000002,0.5,1005,2
2022,1,5,9,30,0,95.48,1.5,1.3,0.5,1006,2.1
2022,1,5,10,30,0,94.94,1.4000000000000001,1.3,0.5,1007,2.1
2022,1,5,11,30,0,93.7,1.2000000000000002,1.3,0.5,1008,2.1
2022,1,5,12,30,0,91.92,1,1.3,0.4,1009,2.2
2022,1,5,13,30,0,90.77,0.9,1.3,0.30000000000000004,1010,2.3000000000000003
2022,1,5,14,30,0,90.13,0.8,1.3,0.30000000000000004,1011,2.3000000000000003
2022,1,5,15,30,0,89.32000000000001,0.7000000000000001,1.4000000000000001,0.30000000000000004,1011,2.3000000000000003
2022,1,5,16,30,11,90.11,0.6000000000000001,1.4000000000000001,0.4,1011,2.1
2022,1,5,17,30,35,91.01,1,1.4000000000000001,0.5,1011,2.3000000000000003
2022,1,5,18,30,29,93.51,1.6,1.5,0.4,1011,2.5
2022,1,5,19,30,42,94.06,1.8,1.5,0.4,1011,2.7
2022,1,5,20,30,85,94.46000000000001,1.9000000000000001,1.5,0.4,1010,2.7
2022,1,5,21,30,53,94.21000000000001,1.8,1.6,0.4,1010,2.6
2022,1,5,22,30,43,95.7,1.7000000000000002,1.6,0.5,1009,2.3000000000000003
2022,1,5,23,30,14,97.51,1.4000000000000001,1.7000000000000002,0.6000000000000001,1009,1.8
2022,1,6,0,30,1,95.31,0.8,1.7000000000000002,0.6000000000000001,1008,1.5
2022,1,6,1,30,0,96.41,1,1.8,0.6000000000000001,1008,1.5
2022,1,6,2,30,0,96.26,1,1.8,0.5,1006,1.5
2022,1,6,3,30,0,95.82000000000001,0.9,1.9000000000000001,0.5,1005,1.5
2022,1,6,4,30,0,95.32000000000001,0.8,2,0.6000000000000001,1004,1.5
2022,1,6,5,30,0,95.59,0.8,2.1,0.7000000000000001,1002,1.4000000000000001
2022,1,6,6,30,0,95.81,0.6000000000000001,2.2,0.8,1001,1.2000000000000002
2022,1,6,7,30,0,95.47,0.5,2.4000000000000004,0.8,999,1.1
2022,1,6,8,30,0,94.83,0.6000000000000001,2.5,0.7000000000000001,997,1.3
2022,1,6,9,30,0,94.42,0.8,2.6,0.7000000000000001,996,1.6
2022,1,6,10,30,0,93.89,1.1,2.5,0.7000000000000001,996,2
