Year,Month,Day,Hour,Minute,GHI,Relative Humidity,Dew Point,Precipitation,Wind Speed,Pressure,Temperature
2017,1,1,0,30,0,94.82000000000001,0.5,1,1.1,1002,1.2000000000000002
2017,1,1,1,30,0,94.81,0.4,0.9,0.9,1001,1.1
2017,1,1,2,30,0,95.89,0.2,0.9,0.8,1001,0.8
2017,1,1,3,30,0,94.73,-0.1,0.8,0.8,1000,0.6000000000000001
2017,1,1,4,30,0,95.33,-0.4,0.8,0.8,1000,0.30000000000000004
2017,1,1,5,30,0,93.91,-0.7000000000000001,0.8,0.9,999,0.2
2017,1,1,6,30,0,92.03,-0.6000000000000001,0.9,0.8,999,0.5
2017,1,1,7,30,0,90.21000000000001,-0.4,0.9,0.5,998,1
2017,1,1,8,30,0,88.69,-0.6000000000000001,0.9,0.4,998,1.1
2017,1,1,9,30,0,88.15,-0.8,0.9,0.5,998,0.9
2017,1,1,10,30,0,88.71000000000001,-1,0.9,0.5,997,0.7000000000000001
2017,1,1,11,30,0,90.19,-0.8,0.9,0.6000000000000001,997,0.6000000000000001
2017,1,1,12,30,0,91.93,-0.9,0.8,0.7000000000000001,997,0.30000000000000004
2017,1,1,13,30,0,93.93,-1.2000000000000002,0.8,0.8,997,-0.30000000000000004
2017,1,1,14,30,0,94.23,-1.6,0.8,0.8,997,-0.8
2017,1,1,15,30,0,92.53,-1.8,0.7000000000000001,0.8,997,-0.7000000000000001
2017,1,1,16,30,28,92.38,-1.1,0.7000000000000001,0.9,997,0
2017,1,1,17,30,97,92.55,-0.30000000000000004,0.7000000000000001,1,997,0.8
2017,1,1,18,30,78,92.18,0.30000000000000004,0.7000000000000001,1.1,997,1.4000000000000001
2017,1,1,19,30,12,90.17,0.4,0.7000000000000001,1.2000000000000002,997,1.8
2017,1,1,20,30,169,87.67,0.2,0.7000000000000001,1.2000000000000002,997,2
2017,1,1,21,30,194,85.32000000000001,-0.2,0.7000000000000001,1.2000000000000002,997,2
2017,1,1,22,30,145,86.10000000000001,-0.7000000000000001,0.7000000000000001,1.1,998,1.4000000000000001
2017,1,1,23,30,61,83.51,-1.6,0.6000000000000001,1,998,0.9
2017,1,2,0,30,0,86.23,-3.1,0.6000000000000001,1.1,999,-1.1
2017,1,2,1,30,0,86.11,-3.5,0.6000000000000001,1.1,999,-1.5
2017,1,2,2,30,0,86.36,-3.9000000000000004,0.6000000000000001,1,1000,-1.9000000000000001
2017,1,2,3,30,0,84.85000000000001,-4.4,0.6000000000000001,1,1000,-2.2
2017,1,2,4,30,0,82.87,-4.800000000000001,0.6000000000000001,0.9,1001,-2.3000000000000003
2017,1,2,5,30,0,82.27,-5,0.6000000000000001,0.9,1001,-2.4000000000000004
2017,1,2,6,30,0,82.07000000000001,-5.2,0.6000000000000001,0.9,1001,-2.6
2017,1,2,7,30,0,81.31,-5.4,0.5,0.8,1002,-2.6
2017,1,2,8,30,0,80.62,-5.5,0.5,0.8,1002,-2.6
2017,1,2,9,30,0,80.58,-5.5,0.5,0.8,1002,-2.6
2017,1,2,10,30,0,80.24,-5.5,0.5,0.8,1002,-2.6
2017,1,2,11,30,0,78,-5.800000000000001,0.5,0.9,1003,-2.5
2017,1,2,12,30,0,75.4,-6.1000000000000005,0.5,0.9,1004,-2.3000000000000003
2017,1,2,13,30,0,74.22,-6.300000000000001,0.6000000000000001,0.9,1004,-2.3000000000000003
2017,1,2,14,30,0,73.9,-6.4,0.5,0.9,1005,-2.4000000000000004
2017,1,2,15,30,0,73.22,-6.7,0.5,0.9,1006,-2.6
2017,1,2,16,30,31,71.05,-6.9,0.5,0.9,1007,-2.4000000000000004
