Year,Month,Day,Hour,Minute,GHI,Relative Humidity,Dew Point,Precipitation,Wind Speed,Pressure,Temperature
2019,1,1,0,30,1,67.01,-3,1,1,1022,2.5
2019,1,1,1,30,0,69.81,-3.1,1.1,1,1022,1.8
2019,1,1,2,30,0,72.65,-3,1.1,0.9,1022,1.4000000000000001
2019,1,1,3,30,0,74.51,-2.9000000000000004,1.2000000000000002,0.9,1021,1.1
2019,1,1,4,30,0,76.14,-2.9000000000000004,1.3,0.9,1021,0.8
2019,1,1,5,30,0,77.77,-2.8000000000000003,1.3,1,1021,0.6000000000000001
2019,1,1,6,30,0,79.21000000000001,-2.7,1.3,1,1021,0.5
2019,1,1,7,30,0,80.74,-2.5,1.4000000000000001,1,1021,0.4
2019,1,1,8,30,0,81.36,-2.3000000000000003,1.4000000000000001,1,1021,0.5
2019,1,1,9,30,0,82.65,-2.1,1.4000000000000001,0.9,1021,0.5
2019,1,1,10,30,0,85.75,-1.9000000000000001,1.4000000000000001,0.9,1020,0.2
2019,1,1,11,30,0,87.28,-1.8,1.3,0.8,1020,0.1
2019,1,1,12,30,0,88.84,-1.7000000000000002,1.3,0.8,1020,-0.1
2019,1,1,13,30,0,89.66,-1.9000000000000001,1.3,0.9,1020,-0.4
2019,1,1,14,30,0,90.03,-1.9000000000000001,1.3,0.8,1020,-0.5
2019,1,1,15,30,0,87.18,-1.9000000000000001,1.4000000000000001,0.7000000000000001,1020,0
2019,1,1,16,30,9,82.24,-1.3,1.5,0.6000000000000001,1020,1.4000000000000001
2019,1,1,17,30,41,79.67,0,1.6,0.5,1020,3.2
2019,1,1,18,30,166,75.79,1,1.6,0.4,1020,4.9
2019,1,1,19,30,201,71.96000000000001,1.7000000000000002,1.6,0.2,1020,6.4
2019,1,1,20,30,274,74.31,2.7,1.7000000000000002,0.1,1019,7
2019,1,1,21,30,197,71.24,1.9000000000000001,1.7000000000000002,0.2,1019,6.7
2019,1,1,22,30,126,78.14,2.4000000000000004,1.6,0.4,1019,5.9
2019,1,1,23,30,49,75.41,1.2000000000000002,1.6,0.6000000000000001,1019,5.2
