Year,Month,Day,Hour,Minute,GHI,Relative Humidity,Dew Point,Precipitation,Wind Speed,Pressure,Temperature
2018,1,1,0,30,0,95.37,-0.1,0.8,0.7000000000000001,1015,0.6000000000000001
2018,1,1,1,30,0,94.27,-0.7000000000000001,0.8,0.6000000000000001,1015,0.1
2018,1,1,2,30,0,94.52,-1,0.8,0.6000000000000001,1016,-0.2
2018,1,1,3,30,0,94.05,-1.1,0.8,0.5,1016,-0.30000000000000004
2018,1,1,4,30,0,94.10000000000001,-1.2000000000000002,0.8,0.5,1016,-0.4
2018,1,1,5,30,0,94.31,-1.3,0.8,0.4,1017,-0.5
2018,1,1,6,30,0,93.97,-1.5,0.9,0.4,1017,-0.7000000000000001
2018,1,1,7,30,0,92.03,-1.9000000000000001,0.9,0.30000000000000004,1017,-0.8
2018,1,1,8,30,0,90.27,-2.1,1,0.30000000000000004,1018,-0.7000000000000001
2018,1,1,9,30,0,89,-2.1,1,0.30000000000000004,1018,-0.5
2018,1,1,10,30,0,89.47,-2.2,1,0.30000000000000004,1019,-0.7000000000000001
2018,1,1,11,30,0,88.21000000000001,-2.5,1.1,0.4,1019,-0.8
2018,1,1,12,30,0,87.82000000000001,-2.7,1.1,0.4,1019,-0.9
2018,1,1,13,30,0,87.58,-2.8000000000000003,1.1,0.5,1019,-1
2018,1,1,14,30,0,87.93,-2.8000000000000003,1.1,0.6000000000000001,1020,-1.1
2018,1,1,15,30,0,86.18,-2.7,1.1,0.5,1020,-0.7000000000000001
2018,1,1,16,30,45,82.56,-2,1.1,0.5,1020,0.6000000000000001
2018,1,1,17,30,105,79.32000000000001,-0.9,1.2000000000000002,0.4,1021,2.3000000000000003
2018,1,1,18,30,152,77.10000000000001,0.30000000000000004,1.2000000000000002,0.4,1021,3.9000000000000004
2018,1,1,19,30,234,77.60000000000001,1.3,1.2000000000000002,0.5,1021,4.9
2018,1,1,20,30,220,78.14,1.9000000000000001,1.3,0.6000000000000001,1021,5.4
2018,1,1,21,30,205,80.75,2.2,1.3,0.6000000000000001,1021,5.2
2018,1,1,22,30,201,88.48,2.6,1.3,0.6000000000000001,1021,4.3
2018,1,1,23,30,92,91.07000000000001,2.3000000000000003,1.3,0.5,1021,3.6
