Year,Month,Day,Hour,Minute,Temperature,Aerosol Optical Depth,Wind Speed,Wind Direction,Precipitable Water,Pressure,Surface Albedo,SSA,Solar Zenith Angle,Relative Humidity,Cloud Type,Dew Point,GHI,Asymmetry,Alpha,DHI,DNI,Ozone,Clearsky GHI,Clearsky DNI,Clearsky DHI
2024,1,1,0,30,6.7,0.035,0.9,72,1.1,1013,0.11,0.91,91.21000000000001,85.12,7,4.4,0,0.66,1.21,0,0,0.34,0,0,0
2024,1,1,1,30,6,0.035,1,79,1,1013,0.11,0.91,100.07000000000001,89.01,7,4.3,0,0.66,1.23,0,0,0.342,0,0,0
2024,1,1,2,30,5.5,0.036000000000000004,0.9,79,1,1013,0.11,0.91,109.66,91.99,7,4.3,0,0.66,1.24,0,0,0.34600000000000003,0,0,0
2024,1,1,3,30,5.2,0.037,0.8,68,1,1013,0.11,0.92,119.66,93.45,7,4.2,0,0.66,1.25,0,0,0.35000000000000003,0,0,0
2024,1,1,4,30,5,0.038,0.8,54,0.9,1013,0.11,0.92,129.73,93.26,7,4,0,0.66,1.26,0,0,0.354,0,0,0
2024,1,1,5,30,4.7,0.037,0.7000000000000001,44,0.9,1013,0.11,0.92,139.44,93.58,1,3.8000000000000003,0,0.66,1.26,0,0,0.356,0,0,0
2024,1,1,6,30,4.4,0.037,0.6000000000000001,37,0.9,1013,0.11,0.92,148.02,94.19,7,3.5,0,0.66,1.27,0,0,0.358,0,0,0
2024,1,1,7,30,4.2,0.036000000000000004,0.6000000000000001,37,0.9,1013,0.11,0.92,153.98,94.16,1,3.3000000000000003,0,0.66,1.27,0,0,0.36,0,0,0
2024,1,1,8,30,3.8000000000000003,0.035,0.6000000000000001,52,0.9,1014,0.11,0.92,155.17000000000002,94.72,1,3,0,0.66,1.27,0,0,0.362,0,0,0
2024,1,1,9,30,3.4000000000000004,0.032,0.6000000000000001,82,0.8,1014,0.11,0.91,150.96,93.92,1,2.5,0,0.66,1.29,0,0,0.362,0,0,0
2024,1,1,10,30,3.2,0.029,0.6000000000000001,116,0.8,1013,0.11,0.91,143.25,91.43,7,1.9000000000000001,0,0.66,1.3,0,0,0.362,0,0,0
2024,1,1,11,30,3,0.027,0.4,166,0.8,1013,0.11,0.91,133.89000000000001,89.4,7,1.4000000000000001,0,0.66,1.31,0,0,0.359,0,0,0
2024,1,1,12,30,2.5,0.025,0.4,217,0.8,1013,0.11,0.91,123.9,89.94,3,1,0,0.66,1.31,0,0,0.354,0,0,0
2024,1,1,13,30,2.1,0.025,0.5,234,0.8,1013,0.11,0.91,113.82000000000001,90.52,3,0.7000000000000001,0,0.66,1.31,0,0,0.35000000000000003,0,0,0
2024,1,1,14,30,1.8,0.025,0.6000000000000001,236,0.9,1013,0.11,0.9,104.02,90.88,1,0.5,0,0.66,1.31,0,0,0.34700000000000003,0,0,0
2024,1,1,15,30,2,0.025,0.6000000000000001,238,0.9,1013,0.11,0.9,94.8,88.51,4,0.30000000000000004,0,0.66,1.3,0,0,0.34500000000000003,0,0,0
2024,1,1,16,30,3.2,0.026000000000000002,0.4,228,1,1013,0.11,0.9,86.3,82.05,1,0.4,45,0.66,1.29,20,382,0.343,45,382,20
2024,1,1,17,30,5.1000000000000005,0.027,0.30000000000000004,209,1,1014,0.11,0.9,79.44,79.05,4,1.8,61,0.66,1.28,61,1,0.343,157,645,39
2024,1,1,18,30,7.1000000000000005,0.028,0.30000000000000004,198,1.1,1013,0.11,0.91,74.25,72.84,4,2.6,140,0.66,1.27,136,13,0.342,253,751,49
2024,1,1,19,30,8.5,0.029,0.30000000000000004,192,1.1,1013,0.11,0.91,71.22,70.12,4,3.4000000000000004,189,0.66,1.24,177,36,0.343,310,798,53
2024,1,1,20,30,9.1,0.03,0.30000000000000004,182,1.1,1013,0.11,0.91,70.67,70.8,7,4.1000000000000005,230,0.66,1.23,156,225,0.34400000000000003,321,803,55
2024,1,1,21,30,8.9,0.032,0.2,160,1.1,1012,0.11,0.91,72.66,76.77,7,5,209,0.66,1.21,139,233,0.34400000000000003,282,770,53
2024,1,1,22,30,8.200000000000001,0.033,0.30000000000000004,138,1.1,1012,0.11,0.92,76.96000000000001,85.7,7,5.9,114,0.66,1.2,107,31,0.342,201,688,46
2024,1,1,23,30,7,0.034,0.5,127,1.2000000000000002,1012,0.11,0.92,83.18,87.28,8,5,50,0.66,1.19,49,6,0.34,90,497,31
2024,1,2,0,30,6.2,0.034,0.5,125,1.2000000000000002,1012,0.11,0.92,91.08,86.13,8,4.1000000000000005,0,0.66,1.18,0,0,0.337,0,0,0
2024,1,2,1,30,5.800000000000001,0.035,0.5,130,1.3,1012,0.11,0.93,99.94,87.02,7,3.8000000000000003,0,0.66,1.18,0,0,0.333,0,0,0
2024,1,2,2,30,5.5,0.037,0.5,138,1.4000000000000001,1011,0.11,0.93,109.53,86.3,7,3.4000000000000004,0,0.66,1.17,0,0,0.33,0,0,0
