GHI METRICS
Training Error
MSE: 4800.5087890625
RMSE: 69.28570407423526
NRMSE: 0.2368669362881936
MAE: 37.01347351074219
MBE: 6.7942677
R^2: 0.932388424873352

Validation Error
MSE: 5665.03076171875
RMSE: 75.26639862328176
NRMSE: 0.2466754125148047
MAE: 42.389976501464844
MBE: 5.157401
R^2: 0.9238004684448242

Testing Error
MSE: 6745.0673828125
RMSE: 82.12835918738728
NRMSE: 0.2750190715890598
MAE: 48.31792449951172
MBE: 5.8934803
R^2: 0.9051196575164795
