Year,Month,Day,Hour,Minute,DHI,GHI,DNI,Relative Humidity,Dew Point,Temperature,Precipitation,Pressure,Wind Speed,Solar Zenith Angle
2020,1,1,0,30,1,1,0,82.83,5.6000000000000005,8.3,2.8000000000000003,1003,1.5,89.22
2020,1,1,1,30,0,0,0,85.64,6,8.3,2.8000000000000003,1003,1.5,98.88
2020,1,1,2,30,0,0,0,88.02,6.5,8.4,2.7,1003,1.5,108.85000000000001
2020,1,1,3,30,0,0,0,88.18,7,8.8,2.5,1002,1.6,119.26
2020,1,1,4,30,0,0,0,89.69,7.7,9.3,2.3000000000000003,1002,1.5,129.8
2020,1,1,5,30,0,0,0,90.38,8.3,9.8,2.2,1001,1.4000000000000001,140.06
2020,1,1,6,30,0,0,0,90.42,8.8,10.3,2.2,1001,1.2000000000000002,149.33
2020,1,1,7,30,0,0,0,91.38,9.3,10.600000000000001,2.1,1001,1.1,156.04
2020,1,1,8,30,0,0,0,91.95,9.5,10.8,2,1001,1,157.56
2020,1,1,9,30,0,0,0,93.32000000000001,9.700000000000001,10.700000000000001,1.9000000000000001,1001,0.8,152.96
2020,1,1,10,30,0,0,0,93.83,9.4,10.4,1.7000000000000002,1001,0.7000000000000001,144.62
2020,1,1,11,30,0,0,0,94.54,9.1,9.9,1.6,1001,0.6000000000000001,134.7
2020,1,1,12,30,0,0,0,93.86,8.6,9.5,1.5,1001,0.6000000000000001,124.22
2020,1,1,13,30,0,0,0,93.36,8.200000000000001,9.200000000000001,1.5,1001,0.5,113.71000000000001
2020,1,1,14,30,0,0,0,94.09,8,8.9,1.4000000000000001,1001,0.5,103.49000000000001
2020,1,1,15,30,0,0,0,91.77,7.6000000000000005,8.9,1.4000000000000001,1002,0.5,93.86
2020,1,1,16,30,28,30,25,90.37,7.9,9.4,1.4000000000000001,1003,0.7000000000000001,85.01
2020,1,1,17,30,47,181,630,90.21000000000001,8.4,9.9,1.4000000000000001,1004,0.8,77.74
2020,1,1,18,30,55,285,754,89.95,8.6,10.200000000000001,1.4000000000000001,1004,0.9,72.21000000000001
2020,1,1,19,30,123,228,293,89.28,8.700000000000001,10.4,1.4000000000000001,1004,1,68.94
2020,1,1,20,30,111,208,262,88.5,8.6,10.4,1.5,1004,1,68.28
2020,1,1,21,30,104,162,171,89.05,8.6,10.3,1.5,1004,1,70.32000000000001
2020,1,1,22,30,98,144,174,91.09,8.5,9.9,1.4000000000000001,1004,0.9,74.82000000000001
2020,1,1,23,30,53,58,30,90.18,8.1,9.600000000000001,1.4000000000000001,1004,0.8,81.33
2020,1,2,0,30,4,4,0,92.95,7.4,8.5,1.4000000000000001,1006,0.5,89.11
2020,1,2,1,30,0,0,0,93.24,6.9,7.9,1.3,1007,0.4,98.75
2020,1,2,2,30,0,0,0,92.64,6.4,7.5,1.3,1007,0.4,108.72
2020,1,2,3,30,0,0,0,92.79,6.1000000000000005,7.2,1.4000000000000001,1008,0.4,119.12
2020,1,2,4,30,0,0,0,92.61,5.800000000000001,6.9,1.4000000000000001,1008,0.4,129.66
2020,1,2,5,30,0,0,0,92.98,5.6000000000000005,6.7,1.4000000000000001,1009,0.4,139.93
2020,1,2,6,30,0,0,0,93.07000000000001,5.5,6.5,1.4000000000000001,1009,0.30000000000000004,149.20000000000002
2020,1,2,7,30,0,0,0,93.06,5.2,6.2,1.5,1009,0.30000000000000004,155.93
2020,1,2,8,30,0,0,0,92.93,5,6.1000000000000005,1.5,1010,0.30000000000000004,157.49
2020,1,2,9,30,0,0,0,94.04,4.9,5.800000000000001,1.6,1009,0.30000000000000004,152.94
2020,1,2,10,30,0,0,0,93.46000000000001,4.6000000000000005,5.6000000000000005,1.6,1009,0.4,144.63
2020,1,2,11,30,0,0,0,92.81,4.5,5.6000000000000005,1.6,1009,0.4,134.72
2020,1,2,12,30,0,0,0,92.83,4.5,5.6000000000000005,1.7000000000000002,1009,0.4,124.25
2020,1,2,13,30,0,0,0,92.61,4.5,5.6000000000000005,1.8,1009,0.5,113.73
2020,1,2,14,30,0,0,0,92.42,4.5,5.6000000000000005,1.8,1009,0.6000000000000001,103.51
2020,1,2,15,30,0,0,0,91.62,4.4,5.7,1.9000000000000001,1009,0.6000000000000001,93.87
2020,1,2,16,30,13,13,0,90.71000000000001,4.6000000000000005,6,1.9000000000000001,1010,0.7000000000000001,85
2020,1,2,17,30,43,43,0,90.04,5.1000000000000005,6.6000000000000005,1.9000000000000001,1010,0.8,77.72
2020,1,2,18,30,80,81,3,89.78,5.6000000000000005,7.2,1.9000000000000001,1010,0.9,72.16
2020,1,2,19,30,65,65,0,89.17,6,7.7,1.8,1009,1,68.87
2020,1,2,20,30,28,28,0,89.33,6.300000000000001,7.9,1.6,1008,1.1,68.19
2020,1,2,21,30,41,41,0,89.52,6.4,8,1.5,1007,1.1,70.21000000000001
2020,1,2,22,30,70,76,21,90.04,6.4,7.9,1.5,1007,1.1,74.7
2020,1,2,23,30,21,21,0,89.9,6.300000000000001,7.9,1.5,1007,1.1,81.19
2020,1,3,0,30,7,8,48,89.62,6.5,8.1,1.6,1007,1.1,88.99
2020,1,3,1,30,0,0,0,89.8,6.800000000000001,8.4,1.7000000000000002,1007,1.1,98.61
2020,1,3,2,30,0,0,0,90.27,7.2,8.700000000000001,1.7000000000000002,1007,1.1,108.58
2020,1,3,3,30,0,0,0,90.53,7.5,9,1.6,1007,1.1,118.98
2020,1,3,4,30,0,0,0,90.94,7.800000000000001,9.200000000000001,1.5,1007,1.2000000000000002,129.52
2020,1,3,5,30,0,0,0,91.23,7.9,9.3,1.4000000000000001,1007,1.2000000000000002,139.79
2020,1,3,6,30,0,0,0,91.55,8,9.3,1.5,1007,1.2000000000000002,149.06
2020,1,3,7,30,0,0,0,91.71000000000001,7.9,9.200000000000001,1.6,1007,1.1,155.81
2020,1,3,8,30,0,0,0,91.76,7.7,9,1.6,1006,1.1,157.41
2020,1,3,9,30,0,0,0,91.04,7.6000000000000005,9,1.6,1006,1,152.91
2020,1,3,10,30,0,0,0,90.79,7.6000000000000005,9,1.6,1006,1,144.64000000000001
2020,1,3,11,30,0,0,0,90.47,7.4,8.9,1.4000000000000001,1006,1,134.74
2020,1,3,12,30,0,0,0,90.8,7.1000000000000005,8.5,1.3,1006,0.9,124.27
2020,1,3,13,30,0,0,0,90,6.6000000000000005,8.1,1.3,1006,0.9,113.75
2020,1,3,14,30,0,0,0,88.88,5.9,7.6000000000000005,1.3,1005,0.7000000000000001,103.52
2020,1,3,15,30,0,0,0,83.51,4.800000000000001,7.4,1.3,1005,0.6000000000000001,93.88
2020,1,3,16,30,29,30,6,75.12,4.2,8.3,1.2000000000000002,1006,0.7000000000000001,84.99
2020,1,3,17,30,79,119,188,68.67,4.3,9.8,1.1,1006,0.8,77.69
2020,1,3,18,30,107,207,325,64.77,4.9,11.3,1,1005,0.9,72.11
2020,1,3,19,30,134,250,321,62.52,5.6000000000000005,12.600000000000001,0.9,1004,1,68.79
2020,1,3,20,30,145,228,222,61.14,6.1000000000000005,13.4,0.9,1003,1,68.09
2020,1,3,21,30,138,200,181,60.59,6,13.5,1,1002,1,70.10000000000001
2020,1,3,22,30,92,101,33,63.01,5.9,12.8,1,1002,0.9,74.57000000000001
2020,1,3,23,30,56,61,34,63.58,5.6000000000000005,12.3,1,1002,0.8,81.06
2020,1,4,0,30,6,6,0,66.05,4.800000000000001,10.9,1,1001,0.7000000000000001,88.87
2020,1,4,1,30,0,0,0,64.22,4.3,10.8,1.1,1000,0.8,98.46000000000001
2020,1,4,2,30,0,0,0,62.64,4.1000000000000005,11,1.4000000000000001,999,1,108.43
2020,1,4,3,30,0,0,0,61.22,4.3,11.5,1.7000000000000002,998,1.3,118.84
2020,1,4,4,30,0,0,0,63.78,4.9,11.5,2,998,1.4000000000000001,129.38
2020,1,4,5,30,0,0,0,73.81,6,10.5,2.1,999,1.3,139.64000000000001
2020,1,4,6,30,0,0,0,88.63,7,8.8,1.9000000000000001,1001,1.1,148.92000000000002
2020,1,4,7,30,0,0,0,92.65,6.1000000000000005,7.2,1.7000000000000002,1002,0.9,155.68
2020,1,4,8,30,0,0,0,91.76,5,6.2,1.5,1004,0.9,157.33
2020,1,4,9,30,0,0,0,91.12,4.4,5.7,1.4000000000000001,1006,0.9,152.88
2020,1,4,10,30,0,0,0,91.19,4.2,5.5,1.2000000000000002,1008,0.8,144.64000000000001
2020,1,4,11,30,0,0,0,92.39,4.2,5.300000000000001,1,1009,0.6000000000000001,134.75
2020,1,4,12,30,0,0,0,92.78,3.9000000000000004,5,0.9,1011,0.4,124.29
2020,1,4,13,30,0,0,0,92.82000000000001,3.6,4.7,0.8,1012,0.4,113.77
2020,1,4,14,30,0,0,0,91.78,3.4000000000000004,4.6000000000000005,0.8,1013,0.4,103.53
2020,1,4,15,30,0,0,0,90.12,3.3000000000000003,4.800000000000001,0.9,1015,0.5,93.87
2020,1,4,16,30,35,56,237,88.06,3.6,5.4,0.9,1016,0.8,84.97
2020,1,4,17,30,62,171,511,87.57000000000001,4.2,6.1000000000000005,1,1017,1,77.65
2020,1,4,18,30,108,157,160,85.94,4.7,6.9,1.1,1017,1,72.05
2020,1,4,19,30,122,191,189,85.78,5.1000000000000005,7.300000000000001,1.2000000000000002,1017,1.1,68.71000000000001
2020,1,4,20,30,116,123,18,85.55,5,7.300000000000001,1.3,1017,1,67.98
2020,1,4,21,30,56,59,9,86.01,5,7.2,1.3,1017,0.9,69.97
2020,1,4,22,30,90,97,26,88.79,5.2,6.9,1.3,1017,0.8,74.43
