Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Relative Humidity,Solar Zenith Angle,Precipitation,Pressure,Wind Speed,Dew Point
2016,1,1,0,30,-1,0,0,0,74.03,91.21000000000001,0.4,1026,0.9,-5
2016,1,1,1,30,-1.4000000000000001,0,0,0,73.05,100.08,0.4,1026,0.7000000000000001,-5.6000000000000005
2016,1,1,2,30,-1.6,0,0,0,71.64,109.67,0.4,1026,0.6000000000000001,-6.1000000000000005
2016,1,1,3,30,-1.8,0,0,0,70.67,119.67,0.4,1026,0.5,-6.4
2016,1,1,4,30,-2,0,0,0,69.82000000000001,129.74,0.4,1025,0.4,-6.800000000000001
2016,1,1,5,30,-2,0,0,0,68.32000000000001,139.45000000000002,0.4,1025,0.4,-7.1000000000000005
2016,1,1,6,30,-2,0,0,0,66.85,148.03,0.4,1025,0.4,-7.300000000000001
2016,1,1,7,30,-1.9000000000000001,0,0,0,65.33,153.99,0.4,1025,0.30000000000000004,-7.5
2016,1,1,8,30,-1.9000000000000001,0,0,0,64.88,155.18,0.4,1024,0.30000000000000004,-7.6000000000000005
2016,1,1,9,30,-1.9000000000000001,0,0,0,64.73,150.97,0.4,1024,0.30000000000000004,-7.7
2016,1,1,10,30,-1.9000000000000001,0,0,0,64.74,143.25,0.4,1024,0.30000000000000004,-7.7
2016,1,1,11,30,-2,0,0,0,65.23,133.88,0.4,1024,0.30000000000000004,-7.7
2016,1,1,12,30,-2.1,0,0,0,65.68,123.89,0.4,1023,0.4,-7.7
2016,1,1,13,30,-2.2,0,0,0,65.97,113.81,0.4,1023,0.30000000000000004,-7.7
2016,1,1,14,30,-2.2,0,0,0,65.59,104.01,0.4,1023,0.2,-7.800000000000001
2016,1,1,15,30,-2.2,0,0,0,65.1,94.79,0.4,1022,0.2,-7.9
2016,1,1,16,30,-1.5,19,49,475,62.940000000000005,86.28,0.4,1022,0.2,-7.6000000000000005
2016,1,1,17,30,0.1,33,167,729,68.52,79.43,0.4,1022,0.1,-5
2016,1,1,18,30,2,41,266,831,62.95,74.24,0.4,1022,0.30000000000000004,-4.3
2016,1,1,19,30,3.5,44,326,876,58.25,71.21000000000001,0.4,1021,0.4,-3.9000000000000004
2016,1,1,20,30,4.1000000000000005,44,333,873,60.14,70.66,0.5,1021,0.4,-2.9000000000000004
